,Average User Rating,Number of Votes,Liked by
B00BKWJM5Q,4.285714285714286,7,6
B001DN5030,3.6470588235294117,17,9
B004W9APJG,3.3333333333333335,9,5
B002OLM56K,4.571428571428571,56,50
B000RUPEOA,3.433333333333333,30,18
B003ZWVTXC,3.4375,16,9
B009OH7E9U,3.9444444444444446,18,13
B0076Z3FSQ,4.625,8,7
B006LUT7S4,4.833333333333333,6,6
B006G13S9W,3.4,5,3
B003SSJAS4,3.4444444444444446,9,6
B00CGEXPD2,4.833333333333333,6,6
B009M9URB2,4.379310344827586,29,25
B00367X5YC,4.485294117647059,68,65
B00CGS7HF0,4.36734693877551,49,42
B0052OVYNG,4.2,5,4
B005WQRMWG,3.8,15,9
B00CBSX5U6,4.125,16,12
B0071U4QCA,3.5384615384615383,13,6
B0013N3T7O,4.0,8,6
B008MZXVPQ,4.571428571428571,7,6
B00BG9K2DY,4.285714285714286,7,6
B0046D8I92,3.625,8,4
B004CMEAKS,4.857142857142857,7,7
B008GVL9YQ,4.123893805309734,113,85
B00H4F7L92,4.923076923076923,13,13
B006X74XR0,4.8,5,5
B006ROBC78,4.333333333333333,12,10
B00GIQABKY,3.142857142857143,7,3
B00B7TNBMC,4.8,5,5
B006OP62FM,4.818181818181818,11,11
B00849E17M,4.153846153846154,13,11
B00DVQOBW8,4.166666666666667,6,4
B009PYUO1W,3.2857142857142856,7,4
B00J8NPGZ4,2.8,5,2
B004K9XOH8,4.705882352941177,17,17
B00BKWY6AW,4.181818181818182,11,8
B0051BNM9O,3.2857142857142856,7,2
B00311B478,3.6,5,3
B000BBCTJ8,3.7333333333333334,15,9
B0077IPZMG,4.142857142857143,21,16
B00J2MOQX4,4.928571428571429,14,14
B004W2T3UK,2.8333333333333335,6,2
B003UE0IEQ,4.4,5,4
B00J05XK8A,4.833333333333333,6,6
B00DUURZP0,4.545454545454546,11,10
B004J15326,2.0,5,0
B006VWV956,3.5,6,4
B004X71HXU,4.555555555555555,45,42
B0087HFX1E,3.75,40,27
B0053EYGEO,4.8,5,5
B00HYM030E,4.166666666666667,6,4
B007KWXHCY,4.5588235294117645,34,31
B00DMRRR72,4.142857142857143,7,6
B005ZB5C98,4.384615384615385,13,10
B00CPK7U60,4.673076923076923,52,47
B009EMFT42,4.2,5,4
B004BYSTBI,4.6,5,4
B00B0KRS36,4.666666666666667,12,11
B005GUPOS2,3.6666666666666665,6,3
B004M6TBOE,4.4,5,4
B00GCI0OPK,3.4,5,3
B003FVQAHI,4.5,8,8
B0094CWZ5S,3.5384615384615383,13,7
B0026IFMGQ,3.8461538461538463,13,7
B007ZL0URU,4.0,10,7
B00AX9G2MS,4.0,9,7
B0085NWWXW,3.8181818181818183,11,6
B00A6LEOF0,5.0,5,5
B009CEMVM0,3.7142857142857144,7,4
B00JXQTFFI,4.833333333333333,12,12
B009F0H1L2,3.3333333333333335,15,8
B00EDTRVWO,4.5,6,6
B003I8PLNW,4.833333333333333,6,6
B006WJ1L9W,4.166666666666667,6,5
B006U0XDZ8,5.0,6,6
B008XCYZ58,3.923076923076923,13,8
B00D1RR52K,4.111111111111111,9,6
B00929ZOTW,4.833333333333333,6,6
B001IBIM00,4.2,5,4
B00B0KS6GE,4.444444444444445,9,8
B00C0Q9PJO,4.375,8,6
B009LIW2WG,3.923076923076923,13,9
B00I58VB3Y,4.2,20,16
B00AKCF9FE,3.5555555555555554,9,4
B00H316HOC,4.888888888888889,9,9
B00B9M5IR8,3.8,5,3
B00FOX8HZI,4.333333333333333,9,8
B009D6ZOTE,4.318181818181818,22,17
B009ENV1Q6,4.2,5,4
B008APDJY6,4.1,40,29
B00COC606A,4.444444444444445,9,9
B00910TXIK,3.111111111111111,9,4
B001MRZY3S,3.4285714285714284,7,2
B006HZKSAO,4.333333333333333,9,8
B00CJOP9O2,4.238095238095238,21,17
B009B75ZQM,4.214285714285714,28,22
B0052WCZEK,4.2631578947368425,19,15
B009IUZPOE,4.2,5,3
B004KDEWTS,3.2222222222222223,18,9
B003DGH998,4.8,5,5
B007TC52ZA,3.7777777777777777,9,5
B005ERQBW0,3.4444444444444446,9,5
B00FEZOX36,4.666666666666667,9,8
B005G4J4AC,4.3,10,9
B008XGTXRE,4.166666666666667,12,11
B0093CDKCQ,4.142857142857143,7,5
B007SRWDUI,4.230769230769231,13,11
B005TAMXRY,3.7142857142857144,7,4
B007F8XNCM,4.0,7,5
B00CJCKIXG,4.722222222222222,18,17
B00FOUVRV2,3.9047619047619047,21,17
B009T8YXCA,4.457142857142857,35,30
B004WM46MU,4.625,8,7
B005AV6CI8,4.5,6,5
B009ZRG3QY,3.6666666666666665,6,3
B00713EB22,4.340909090909091,44,35
B008UPI4GO,4.333333333333333,6,5
B005R4HSRW,3.25,8,4
B0085ODNK2,3.1,20,9
B006WJ32V2,4.428571428571429,7,7
B0030LQFJG,3.6666666666666665,9,5
B00I3UWD40,4.625,72,66
B00ATDGTAS,4.0,14,8
B007HUD512,4.166666666666667,6,4
B00F57LWIC,4.45,20,17
B003TUO02C,3.8,10,7
B009DTYP78,4.5,8,7
B00HDQD40M,4.333333333333333,12,10
B00BFNYD90,4.04,25,18
B008ULPBJG,3.6875,32,18
B005W5WP4M,4.1923076923076925,26,20
B00FK0ECYA,2.8833333333333333,60,17
B002ZY4F1E,4.444444444444445,18,16
B009OULZ4C,3.375,8,5
B0045W5ED2,3.7857142857142856,28,18
B00ADGY1A6,4.333333333333333,15,13
B009QSR1MW,3.125,8,5
B006IRPV9E,4.2727272727272725,11,9
B00EL94VPQ,4.076923076923077,13,8
B0012R6XRY,4.666666666666667,6,5
B00BLGNQNA,3.625,8,4
B00GGNPPB4,3.6666666666666665,6,4
B0062EY5ZY,2.8333333333333335,6,2
B005SJBIVI,3.6,5,3
B0029Z9TBU,4.2,5,5
B003EW0PM4,4.0,10,7
B004JZEJPY,4.333333333333333,6,5
B009VK3JKS,3.9523809523809526,21,16
B00C7GOMRM,4.0,5,4
B008ZE7G3W,4.2272727272727275,22,18
B004OQMFG8,4.0,6,4
B004SQS47I,4.75,8,8
B008KGRF8G,3.5,10,4
B0040X39EM,3.6666666666666665,6,4
B005FC89V0,4.166666666666667,6,5
B00B196IB4,4.714285714285714,7,7
B00CSUTGUU,4.0,5,4
B00KEGYXRQ,4.857142857142857,7,7
B004XD1S4M,2.8823529411764706,17,7
B004R8WDRO,3.90625,32,23
B009GCAAYY,4.333333333333333,6,5
B00B90HW1U,5.0,9,9
B001KQFGTI,4.344827586206897,29,25
B00A7DO5S8,2.7142857142857144,7,2
B003YZ41JO,3.5714285714285716,21,12
B002I2V3A4,4.0,5,3
B007X915RS,2.875,8,3
B00B2SGO90,4.833333333333333,6,6
B00J8JWNUE,4.5,8,7
B001AY3IJA,4.4,5,5
B009HQ759W,4.714285714285714,7,7
B003D29KVM,4.571428571428571,7,6
B004Z9WC1C,4.363636363636363,11,9
B0001YX9ZI,4.166666666666667,6,4
B0000CEPC8,4.142857142857143,7,6
B006R5U3QI,4.433333333333334,30,27
B005QDL3FM,3.8333333333333335,6,4
B004W7DQKI,4.857142857142857,7,7
B0045LHHCY,4.4,5,4
B00CV2M67U,3.9210526315789473,38,24
B00GUZKGRG,3.8,5,4
B0030HW0R6,4.285714285714286,14,11
B0042LBH1O,4.4,5,4
B00KCV6F5Q,5.0,5,5
B008D6G4PI,4.2,5,4
B00IKRHCCY,4.92,25,24
B009AAE296,4.6,5,5
B00A8YWE52,3.8,5,3
B00ASQPLOG,4.4,5,5
B0061YRDX6,4.722222222222222,36,35
B0050LW42Q,4.0,7,6
B00B7CK83Y,5.0,5,5
B0002ZPJZO,3.5,10,6
B000UERGYE,3.7,10,7
B003VWLKGC,4.666666666666667,12,11
B005EM7HVY,3.3333333333333335,6,3
B0009MYS9S,2.857142857142857,7,4
B007TO220Q,4.739130434782608,23,22
B00GRS1NO6,4.076923076923077,13,10
B009RNI82I,4.190476190476191,21,16
B0035R2QS4,3.1254901960784314,255,118
B0086E6YA2,3.6,5,4
B008JEBWYC,4.6,5,4
B00F6PN7ZY,4.172413793103448,29,21
B005FUNYSA,4.455172413793103,145,129
B009VMUOP4,3.4,5,3
B00GHOPGRA,4.5,10,10
B005LSS3L4,3.0,6,2
B004TNDWUO,3.0,5,2
B009JUQHHC,4.571428571428571,7,6
B00530RYCE,4.4,5,4
B000BYPLVI,3.8095238095238093,21,15
B0044N7PXE,3.8333333333333335,6,4
B003QOOVIO,4.545454545454546,11,10
B003WGLWXS,3.0,5,3
B0003RA29O,3.7142857142857144,7,5
B008WNCR4O,3.875,8,4
B002IG8TGG,4.5,10,10
B0089G75NC,3.6,5,3
B005LBEGAI,3.9285714285714284,42,30
B00523JL5K,4.6,5,4
B00756KYD0,3.75,8,5
B00A57RKVA,3.0,5,2
B005HMS2XI,4.0,13,9
B006CDABDK,3.772727272727273,22,16
B00B1P5L34,4.0,14,10
B00E6BU9O6,4.03125,32,25
B006QYJ9H4,4.476190476190476,21,18
B00AYBJ5RY,4.282051282051282,39,33
B00A29Z66C,3.4,5,3
B00AANQLRI,4.56,50,46
B004HGUVPM,3.4,45,23
B0082PH1MK,4.042857142857143,70,56
B006JWXAW8,4.2727272727272725,11,8
B00BN208GA,4.0,18,13
B00BNPS3XW,4.375,8,8
B00827EGG2,3.0,16,7
B008BM2KRA,4.857142857142857,7,7
B00GS7N30S,5.0,5,5
B00A47AWBQ,4.2,5,4
B00G58FT7K,4.2,5,4
B003KD1PJY,3.588235294117647,17,10
B00FEQU1NG,4.5,34,31
B007CN6R5K,3.8780487804878048,82,54
B003QSYK2C,3.8666666666666667,60,39
B0089FMYZ2,3.533333333333333,15,7
B00B58J92Q,3.0,5,1
B0014BRUAM,4.333333333333333,6,5
B005NFVLKA,4.384615384615385,13,10
B004I3F7YO,2.8333333333333335,6,2
B005SULVIC,4.217391304347826,23,18
B00B54YDZ8,4.333333333333333,6,5
B009TDB4P4,4.666666666666667,6,5
B005JVMDWI,3.2857142857142856,7,4
B006ECNCMG,4.285714285714286,7,6
B005CG2AL4,3.8518518518518516,27,20
B00GNIFU7Q,4.0,6,5
B006QUKW9C,4.0,19,14
B00EH3I13Y,4.2,5,4
B0098FKHPG,3.3846153846153846,13,7
B004ZLV5AY,4.285714285714286,7,5
B00ETKS1QW,4.125,8,6
B005YS4O5A,4.416666666666667,12,10
B0098FKHP6,2.4,5,1
B008IHVO2K,4.478260869565218,23,20
B000YY5700,3.75,8,5
B004N87OFO,4.181818181818182,11,8
B004TEFKM6,4.3,10,7
B008KY8PVO,3.8085106382978724,47,30
B00ENT2MSM,5.0,8,8
B00FJ1XBA6,4.171875,64,52
B00GH5RMGC,4.0,14,10
B0056JO8LW,3.6666666666666665,6,3
B00861BX7E,4.545454545454546,66,62
B003B1ZWY4,3.0,5,2
B00CK908D8,4.166666666666667,6,5
B007NFVGK8,3.8,15,10
B005EODBJO,3.2580645161290325,31,14
B009SYY2RQ,4.428571428571429,7,6
B006T8K2S2,3.9615384615384617,26,18
B009G8DPJU,3.6666666666666665,9,5
B0094CX0OS,3.5384615384615383,13,7
B00856KAWE,4.285714285714286,7,6
B000EM0WGG,3.1875,16,9
B005TBVZNQ,3.2,5,3
B00B6ZDVJU,4.2,5,4
B0023TX5EY,3.5714285714285716,7,5
B00DGHTEZG,4.625,8,7
B003UOHC7W,2.5,6,2
B007JDMK54,3.142857142857143,7,2
B009SC26AS,4.8,5,5
B009450ANO,4.5,6,6
B00AY1QE7I,5.0,6,6
B0043RTJG2,3.1538461538461537,13,6
B00COTJXQC,3.9285714285714284,14,10
B005AKK68G,4.714285714285714,7,7
B00521CUCI,4.461538461538462,13,12
B008217VBA,3.375,8,5
B008MOHLVC,4.414201183431953,169,145
B00ECM452G,4.222222222222222,9,8
B004P5SR42,3.142857142857143,7,3
B006P9NHKU,4.125,8,7
B004I53CNU,3.730769230769231,26,17
B0085YAFT4,4.8,5,5
B003XDU0AQ,4.3,10,8
B009G15TR8,3.357142857142857,14,8
B004CMXEIW,3.8461538461538463,13,10
B00FYGJOFC,4.4,5,4
B009P1B0PY,4.5,6,5
B005TENF6S,4.0,5,4
B008DN0QVO,4.0,11,8
B00B7QGT6U,4.298429319371728,191,157
B007JPSOZM,4.0,5,4
B001HSMHGO,2.6,5,1
B00GJY6Y7E,4.8,5,5
B00AEP9VT2,3.3636363636363638,11,5
B006QH7JKA,4.310344827586207,29,25
B00805SDO2,3.8,5,3
B00BKOWJ0E,3.0,5,2
B00B8ZLHU8,4.083333333333333,12,9
B005EGD2AU,3.3076923076923075,26,11
B0075XYS4E,4.7272727272727275,11,10
B003TM5AJM,3.503225806451613,155,85
B004G55YX8,4.181818181818182,11,10
B0089VO7QU,4.034090909090909,88,66
B005X7CXHS,4.0,25,19
B006ANRUE0,4.055555555555555,18,13
B003BMMVDS,4.142857142857143,7,5
B009KY4ACG,4.133333333333334,30,23
B00FIL3FRQ,3.8095238095238093,21,13
B00CPIVZ5Y,3.8,5,3
B00CC9PTUS,4.2,10,9
B005SSQNXC,4.0,6,4
B008MH7PGA,3.857142857142857,7,5
B00ISD4EHG,4.466666666666667,15,13
B00APP37IW,3.764705882352941,17,10
B00BC5D0U4,3.6666666666666665,6,4
B00DI3EY26,4.111111111111111,18,14
B00B8MMZY8,4.175438596491228,114,85
B0052WLVIQ,3.8,15,11
B0096ZQ3KQ,4.090909090909091,11,8
B00E185PIY,4.615384615384615,13,12
B0089J7POI,3.6842105263157894,19,13
B00B0ASE3O,3.5,10,6
B004TF9LC0,2.6666666666666665,6,2
B00DEQ3A22,4.444444444444445,9,7
B00AQA7RVE,3.0,6,2
B005ONTD42,4.0,5,3
B005HB0MIM,4.4,5,4
B003OBW0KU,5.0,5,5
B00C8N2596,4.0,6,5
B006FA6YWM,4.052631578947368,19,14
B000VVDEJ2,3.4,5,3
B005F1IAAQ,4.521739130434782,23,21
B004AYZKE8,3.5714285714285716,7,4
B006AO200I,2.75,8,2
B00550DA5C,3.727272727272727,11,6
B000GUDPDI,3.4,5,3
B00931KUDY,3.857142857142857,7,5
B007VHYG50,4.8,5,5
B004H7JZJO,4.0,8,6
B009T0Q57Y,3.875,8,5
B000NNSCOU,4.666666666666667,6,5
B004M180HS,3.230769230769231,13,6
B00DP0PW78,4.2727272727272725,11,9
B00D31QF1Q,4.555555555555555,9,8
B0010OQ44G,4.846153846153846,13,13
B00ASLQMVC,4.6,10,8
B003B5YRZK,4.476190476190476,21,19
B00575SSNO,4.5,8,7
B00BCJZYE0,3.8,10,7
B0091DR3O8,4.352941176470588,17,14
B00J8QM924,4.909090909090909,11,11
B008045DZA,2.4,5,2
B00COCZIAO,4.1,10,7
B004H23JXW,4.0,20,15
B00GGZOJF0,4.933333333333334,15,15
B00CDZTRFE,4.448275862068965,29,26
B00BAQW7PO,3.7142857142857144,7,5
B000O515T6,4.615384615384615,13,12
B007B5UJYO,4.444444444444445,18,16
B005G0DEG6,4.181818181818182,33,27
B004HGHYI4,4.8,5,5
B000WJ8P38,4.333333333333333,27,22
B00JGAEH3Q,4.95,20,20
B003IQXMQC,3.3636363636363638,11,6
B00G4TRU54,4.2,5,4
B005C6AE62,4.125,16,13
B00CXWNOI8,2.4,5,2
B0053Z8XCO,4.090909090909091,11,9
B0052QGRL8,4.375,8,7
B003K8EOA6,2.4285714285714284,7,3
B007A669QG,5.0,7,7
B008BA33Q4,3.62,50,25
B00FY2V6M0,5.0,8,8
B009PYUPS4,4.666666666666667,6,6
B006D9ZTCG,4.666666666666667,6,5
B009LU9UR4,4.5,8,8
B0036BNRGO,3.4814814814814814,27,17
B0089S3NLI,3.5714285714285716,7,4
B00CC9OX6O,4.2,5,3
B00ADPNFU4,3.0,5,2
B0090WRN36,4.617021276595745,47,41
B00IKUT5C6,4.384615384615385,13,12
B0036BNRGY,4.714285714285714,7,6
B00F76ICPM,4.0,8,6
B009SRNQ48,3.6363636363636362,11,7
B00CGQSBPW,4.2,10,9
B00EF656AO,3.1666666666666665,6,3
B004UHWIZ4,4.666666666666667,9,8
B007VGI9OK,4.75,12,12
B000J4YU3A,3.5,6,3
B004EQCAOA,4.0,14,10
B00BRTQKDO,4.4,5,4
B00ATUHDDI,4.2592592592592595,27,22
B008BQV93C,3.642857142857143,14,7
B007Y7L376,4.181818181818182,11,9
B0030T0UGC,4.7,10,9
B003NYIS68,3.875,8,6
B008O6IWLQ,4.857142857142857,14,14
B009N6S4G4,4.0,5,4
B000FFLYBY,3.6666666666666665,6,4
B009I1UH32,4.333333333333333,9,7
B0094CWZ7G,4.1692307692307695,65,51
B0018PS4O0,4.0625,16,11
B005VV5PGC,4.0,6,4
B001CKR0RS,4.2727272727272725,11,9
B00DYE8B3W,4.8,5,5
B00GC2HDRI,4.666666666666667,9,9
B002USUKOQ,3.1,10,4
B0054TMBLS,2.0,5,1
B00GP0TDW0,4.4,5,4
B008L73Y3Y,3.9,30,20
B00D25ZUK0,4.2,15,12
B00D7ZL9VO,4.4,5,4
B008N8KSOY,4.0,7,5
B0047YRBW0,4.333333333333333,6,4
B005HLFB06,3.6666666666666665,9,6
B0068XRYTI,4.1,10,8
B005R4L2ME,4.5,10,9
B004HORGWA,2.4,5,1
B007F8XJMG,4.257142857142857,35,27
B00B4K9K5G,4.75,8,8
B005SUHSN4,4.074074074074074,27,19
B00A2J5432,4.545454545454546,11,9
B007JM41CU,4.285714285714286,7,6
B008PBHRKC,4.125,16,13
B00JZXFMBK,4.8,5,5
B008SFI9WU,4.444444444444445,126,108
B00GSJBAPG,2.7777777777777777,9,2
B004E30BJO,3.6666666666666665,9,6
B0049QNHJW,3.1,10,5
B00DUFFPAW,4.166666666666667,12,10
B009QW1MJQ,3.6315789473684212,19,13
B00I7H67XW,4.203125,64,56
B006T8HY7E,4.764705882352941,17,16
B005AC3HLC,4.714285714285714,7,7
B00DVRJ3WA,4.076923076923077,13,10
B001UCELX4,3.3548387096774195,31,15
B005KDJF80,4.0,5,3
B00ERQ1ZAW,4.0,15,10
B005ZXNXA6,4.2,5,4
B005O50PPG,4.888888888888889,9,9
B00FP1QJXQ,4.428571428571429,7,6
B004Z7HYUI,4.0,12,9
B002F0200Q,3.3,10,5
B000MAT1I0,3.625,8,4
B00BCEHQCS,3.8,5,4
B008PF1YPW,4.137254901960785,51,40
B00AXJKKA8,4.775510204081633,49,47
B0054ERNAW,3.6153846153846154,13,8
B00AJFK9MK,3.6,5,3
B00FLCQIQW,3.625,8,5
B00A0FFZJQ,4.8,5,5
B00AB3FV1E,3.5,16,10
B007S684P2,4.5,6,5
B00IM7DV9K,4.066666666666666,15,10
B003Z5CX3E,2.8,20,6
B00F338LVE,4.166666666666667,18,14
B005EM9KRI,4.428571428571429,7,6
B005NFGQGE,4.0,5,3
B002RCXZZ6,3.7,10,7
B007UXNNSG,4.0,22,16
B005OK8B0C,4.6,5,4
B004BCPYFE,3.7777777777777777,9,5
B007ZFKF9Y,3.2,5,3
B005SKGJX4,3.8306451612903225,124,79
B0052QRMG2,4.185840707964601,113,86
B005VH1U2Y,5.0,5,5
B0069SZHZK,4.25,8,7
B003TUO00Y,4.1,10,8
B00HCMZUZE,5.0,16,16
B004VTAO4I,4.375,8,6
B009UQWC74,4.0,6,4
B00B0KRY6M,4.857142857142857,7,7
B005BZGE6I,3.923076923076923,13,10
B00CQ253WU,4.444444444444445,9,8
B007ZN5LE0,4.723404255319149,47,45
B00E6F1IO2,4.6,5,5
B0097PFU1I,4.0,12,10
B005FKT07O,4.083333333333333,12,9
B00CC4Q9KM,4.333333333333333,9,7
B00JGGV15C,5.0,8,8
B005R4L25G,5.0,10,10
B00JA06W9O,4.666666666666667,9,9
B006HXJ40G,4.142857142857143,7,5
B0040DSQGS,3.9,10,6
B001ZTZ92E,3.8181818181818183,11,7
878968897X,5.0,8,8
B00A1YXIUE,3.75,12,7
B00C0R3X64,4.666666666666667,6,6
B00EUETNQO,4.2,5,4
B0050Y3GF2,4.222222222222222,9,7
B00DPIHDP4,4.428571428571429,7,6
B0057KNQQI,3.5555555555555554,9,6
B008DC6E4S,3.7058823529411766,17,11
B0097MB2OK,4.529411764705882,17,14
B006CV6VYK,4.833333333333333,6,6
B004FG30NE,4.032258064516129,31,21
B009SQTR2O,4.0,5,4
B008AGQMQC,4.015873015873016,63,45
B00D1HJ6J0,4.428571428571429,7,6
B005O8TU9A,3.6,5,3
B002YZMCZ0,4.7272727272727275,11,10
B00EUWX01U,3.909090909090909,11,8
B00891E8BO,3.8181818181818183,11,7
B00BWAKQ88,5.0,7,7
B00FXZUDQS,4.0,9,7
B00FA5OV8W,3.7857142857142856,14,10
B006JUBAFO,4.7,20,20
B006R9E41E,3.625,16,9
B008HLVWH4,3.6666666666666665,6,4
B00H2708JM,2.8,5,1
B005XBLAZU,4.565217391304348,23,21
B007FMWWC0,3.0,5,1
B00ADGY1GU,3.3,10,6
B003TO53WY,3.769230769230769,13,8
B006JW3BYU,4.1923076923076925,104,82
B00FQQ4PNQ,2.9473684210526314,38,13
B004QF0X52,3.875,8,5
B009GHYLKS,4.4,15,13
B004BR3KSC,4.375,16,13
B0018R9EAG,3.5,6,3
B00HTK5U9K,3.6923076923076925,26,18
B00CMR15Z8,4.8,5,5
B00GAF0GYE,3.5714285714285716,7,4
B00H269OCA,4.0,5,4
B00E4CX5XO,4.076923076923077,13,10
B004C049JC,4.0,6,4
B004BR3KSM,4.2,5,4
B00A7BDAWC,4.0,65,49
B00BJN35SQ,4.0,14,10
B00805SM3O,3.8,5,3
B00AB294HW,2.6,5,2
B006H9Z6HA,4.6,5,4
B006H6NY40,4.333333333333333,6,5
B001L84QGY,3.2222222222222223,9,4
B009UNGYJ4,4.25,8,8
B008YFT6JO,4.176470588235294,17,13
B009UXY2RU,4.214285714285714,14,11
B004Z2ML1K,3.7777777777777777,9,5
B001B42ZNO,4.157894736842105,19,14
B008D4XBII,4.4411764705882355,34,28
B00F9P1W3K,4.0,5,3
B005EENGQM,3.7142857142857144,7,3
B0098FKJ0Y,3.8461538461538463,13,7
B009VDSQ26,4.571428571428571,7,6
B00815L3U2,4.8,5,5
B00553QNS0,2.7142857142857144,7,2
B004I0Z5DU,4.6,5,4
B00E38H7V0,3.8333333333333335,6,5
B004JPD8ZG,3.857142857142857,14,10
B00FDOB3TK,3.5,6,3
B00BRN9IRA,3.8983050847457625,118,77
B0053FPVA6,4.2,5,4
B00499DUC8,3.888888888888889,9,6
B007OT1G8U,5.0,6,6
B004TG11KE,5.0,8,8
B00A2V7LHC,4.833333333333333,6,6
B00CO3HCSY,3.925373134328358,67,52
B0090ENHT8,3.0,5,2
B00CTTHV7U,4.555555555555555,9,8
B003X7RY06,4.074074074074074,27,20
B006HDD92K,3.5,6,3
B008N6WLBO,3.9583333333333335,24,17
B00BB5VQCE,4.583333333333333,12,11
B004TB6V9A,4.0,6,3
B00FTGO04M,3.4285714285714284,7,4
B004YBOYKS,4.5,6,5
B008DC8N5G,4.130434782608695,23,16
B006WRNA7A,4.5,8,7
B002V0SSC4,4.111111111111111,9,6
B007RB0YWO,4.666666666666667,6,6
B0051XILX4,4.588235294117647,17,16
B002BK7ZYQ,3.8,10,7
B004VG6B1Q,3.2857142857142856,7,4
B004DEPOA0,3.5714285714285716,14,9
B008YRIXMS,3.4285714285714284,7,4
B00FS5L9D4,4.8,5,5
B00659JKPG,4.0,5,3
B005DPEFR6,3.8,5,3
B00DQ3WPGK,4.9,10,10
B00B087YQY,4.285714285714286,77,63
B0043H2KAY,4.083333333333333,24,16
B009JZE1XE,3.1666666666666665,6,2
B00B55LSXC,3.5454545454545454,11,7
B007CJE1VQ,4.323529411764706,34,29
B003Y7UH9A,4.0,5,4
B007ZN5MNA,4.125,8,5
B00F58MU32,3.888888888888889,9,6
B003DKL4MC,4.166666666666667,6,5
B00BD390SG,4.096774193548387,31,25
B007VDMI0O,3.5,10,6
B00BP9EYJI,3.4,35,18
B003TFFC5Q,4.055555555555555,18,14
B004KAXK2Q,4.560975609756097,41,37
B00540EZFC,4.777777777777778,9,8
B008I7C8MU,4.2,15,10
B005451050,4.230769230769231,13,10
B007XD7RQM,4.555555555555555,9,9
B0087FDU1G,4.714285714285714,7,6
B006H9Z9RW,4.384615384615385,13,12
B0077T1US8,3.2857142857142856,7,4
B004XUGRQO,3.875,8,5
B00ESTWVLK,2.2857142857142856,7,2
B004WLXB6S,4.166666666666667,6,5
B009SXRJ7W,2.8,5,2
B004NR90RK,3.7,10,7
B004QVBQ8Y,2.6,5,1
B00FYVG5DG,4.6,5,4
B00687F0FE,3.8461538461538463,13,8
B008QT1STE,4.25,20,17
B0090ENC6G,4.166666666666667,6,5
B005OTKTMQ,4.1,30,22
B00GS9CLO0,4.142857142857143,7,5
B00E0L42LI,4.142857142857143,14,11
B00A4PPO66,4.142857142857143,7,6
B009E0R1CW,3.5,6,3
B007LA4QRA,3.8,5,3
B0050MRDDK,3.857142857142857,7,4
B004UAG6WC,5.0,6,6
B005VAORH6,4.304347826086956,46,38
B00AK1GN4Q,4.722222222222222,36,34
B00G3GPHAS,4.25,8,7
B005CMGZ9G,4.0,5,3
B00EM5PNZG,4.2,5,4
B00CXS7HN0,4.636363636363637,11,10
B005OK7MFC,4.25,8,7
B00GJYJFKM,4.642857142857143,28,26
B008JOCWFK,5.0,6,6
B00JGZJOMA,4.947368421052632,19,19
B00EDOADCO,4.818181818181818,11,11
B008UNMSA4,3.0,6,3
B00DNH5F2A,3.918918918918919,37,28
B005G5XYNO,4.25,8,7
B007URUXU8,4.111111111111111,9,7
B0092RWW44,4.411764705882353,17,15
B006WIXZM4,4.454545454545454,22,19
B00III86JS,4.2,5,4
B00FRVDVXK,4.166666666666667,24,19
B00B5QF63E,3.8333333333333335,6,5
B0060RBZA6,3.8,5,2
B00A6HYIVE,3.6,5,3
B003M2Y3UQ,4.5,32,28
B005GJCHVA,3.8333333333333335,6,4
B00B7DV78S,3.9,10,7
B00BUBR498,4.304347826086956,23,19
B004GFMBMK,4.0,5,4
B00AW8889U,4.5,6,6
B00B9Q56WQ,4.0,6,5
B009A6D1II,3.857142857142857,7,5
B00BEY0OMK,4.6,5,5
B0047K8SVM,3.75,8,6
B002EXHR1Q,3.7777777777777777,27,17
B004CWODFK,4.0,5,4
B00CLDNMS6,3.8333333333333335,12,8
B005SJBI72,4.916666666666667,12,12
B0048CIKRQ,4.222222222222222,9,7
B003XRP72S,3.5714285714285716,7,3
B00IZGOKKC,3.5454545454545454,11,6
B004GLQTG8,3.6666666666666665,9,5
B004GPQTJQ,4.567164179104478,67,60
B00EYNRJOE,4.125,24,17
B00BYJXGP2,4.132,250,193
B00D9UTZTK,4.125,8,6
B00AJ34HQQ,4.5,12,11
B005PCK5K8,3.5,6,4
B00771CRYC,4.285714285714286,7,6
B00A98JMXO,4.333333333333333,6,4
B007I5VKYU,4.5,22,19
B00GCQN0Y4,3.5,6,4
B004GRBUSE,4.2,10,7
B000JIJ5LI,3.6,5,3
B00HZWJGS8,4.806451612903226,31,30
B00ICXS0ZY,4.0,7,5
B00DMKGR66,4.42,50,40
B0069XXI5Q,4.214285714285714,14,12
B00JMO1V3A,4.933333333333334,15,15
B008F19VZ6,4.6,5,4
B006Y3IFKE,4.4,5,4
B00DG7SV4Q,3.6,5,3
B004E7EKV0,3.0,5,2
B00JFRR6RY,4.8,5,5
B00AU5ZEL0,4.615384615384615,13,11
B009AIB868,4.071428571428571,14,10
B004BNM86Q,4.166666666666667,6,4
B0030BZ7HM,4.131578947368421,38,31
B000Y9CO7O,3.0,5,2
B00HZDX42G,4.3,10,9
B0054LJD9O,3.125,8,3
B002EZRCAA,3.611111111111111,18,12
B00F87TE5M,4.0625,16,12
B008XVTKCC,4.384615384615385,13,11
B000HBPMVY,2.875,8,3
B004HX0RPY,4.0,5,4
